Token	POS-Tag	OOV	Id	Origem	Sentence	Classe
empilhar	VERB	1	17	17	Como são implementadas as operações de empilhar e desempilhar elementos em uma pilha ?	1
e	CCONJ	0	17	17	Como são implementadas as operações de empilhar e desempilhar elementos em uma pilha ?	1
desempilhar	VERB	1	17	17	Como são implementadas as operações de empilhar e desempilhar elementos em uma pilha ?	1
elementos	NOUN	0	17	17	Como são implementadas as operações de empilhar e desempilhar elementos em uma pilha ?	1
em	ADP	0	17	17	Como são implementadas as operações de empilhar e desempilhar elementos em uma pilha ?	1
uma	DET	0	17	17	Como são implementadas as operações de empilhar e desempilhar elementos em uma pilha ?	1
pilha	NOUN	0	17	17	Como são implementadas as operações de empilhar e desempilhar elementos em uma pilha ?	1
?	PUNCT	0	17	17	Como são implementadas as operações de empilhar e desempilhar elementos em uma pilha ?	1
Como	ADV	0	17_pert_0	17	Como são implementadas as operações de introduzir e desempilhar elementos em uma pilha ?	0
são	AUX	0	17_pert_0	17	Como são implementadas as operações de introduzir e desempilhar elementos em uma pilha ?	0
implementadas	VERB	1	17_pert_0	17	Como são implementadas as operações de introduzir e desempilhar elementos em uma pilha ?	0
as	DET	0	17_pert_0	17	Como são implementadas as operações de introduzir e desempilhar elementos em uma pilha ?	0
operações	NOUN	0	17_pert_0	17	Como são implementadas as operações de introduzir e desempilhar elementos em uma pilha ?	0
de	SCONJ	0	17_pert_0	17	Como são implementadas as operações de introduzir e desempilhar elementos em uma pilha ?	0
introduzir	VERB	0	17_pert_0	17	Como são implementadas as operações de introduzir e desempilhar elementos em uma pilha ?	0
e	CCONJ	0	17_pert_0	17	Como são implementadas as operações de introduzir e desempilhar elementos em uma pilha ?	0
desempilhar	NOUN	1	17_pert_0	17	Como são implementadas as operações de introduzir e desempilhar elementos em uma pilha ?	0
elementos	NOUN	0	17_pert_0	17	Como são implementadas as operações de introduzir e desempilhar elementos em uma pilha ?	0
em	ADP	0	17_pert_0	17	Como são implementadas as operações de introduzir e desempilhar elementos em uma pilha ?	0
uma	DET	0	17_pert_0	17	Como são implementadas as operações de introduzir e desempilhar elementos em uma pilha ?	0
pilha	NOUN	0	17_pert_0	17	Como são implementadas as operações de introduzir e desempilhar elementos em uma pilha ?	0
?	PUNCT	0	17_pert_0	17	Como são implementadas as operações de introduzir e desempilhar elementos em uma pilha ?	0
Como	ADV	0	18	18	Como são implementadas as operações de enfileirar e desenfileirar elementos em uma fila ?	1
são	AUX	0	18	18	Como são implementadas as operações de enfileirar e desenfileirar elementos em uma fila ?	1
implementadas	VERB	1	18	18	Como são implementadas as operações de enfileirar e desenfileirar elementos em uma fila ?	1
as	DET	0	18	18	Como são implementadas as operações de enfileirar e desenfileirar elementos em uma fila ?	1
operações	NOUN	0	18	18	Como são implementadas as operações de enfileirar e desenfileirar elementos em uma fila ?	1
de	SCONJ	0	18	18	Como são implementadas as operações de enfileirar e desenfileirar elementos em uma fila ?	1
enfileirar	VERB	1	18	18	Como são implementadas as operações de enfileirar e desenfileirar elementos em uma fila ?	1
e	CCONJ	0	18	18	Como são implementadas as operações de enfileirar e desenfileirar elementos em uma fila ?	1
desenfileirar	DET	1	18	18	Como são implementadas as operações de enfileirar e desenfileirar elementos em uma fila ?	1
elementos	NOUN	0	18	18	Como são implementadas as operações de enfileirar e desenfileirar elementos em uma fila ?	1
em	ADP	0	18	18	Como são implementadas as operações de enfileirar e desenfileirar elementos em uma fila ?	1
uma	DET	0	18	18	Como são implementadas as operações de enfileirar e desenfileirar elementos em uma fila ?	1
fila	NOUN	1	18	18	Como são implementadas as operações de enfileirar e desenfileirar elementos em uma fila ?	1
?	PUNCT	0	18	18	Como são implementadas as operações de enfileirar e desenfileirar elementos em uma fila ?	1
Como	ADV	0	18_pert_0	18	Como são feitas as operações de enfileirar e desenfileirar elementos em uma fila ?	0
são	AUX	0	18_pert_0	18	Como são feitas as operações de enfileirar e desenfileirar elementos em uma fila ?	0
feitas	VERB	0	18_pert_0	18	Como são feitas as operações de enfileirar e desenfileirar elementos em uma fila ?	0
as	DET	0	18_pert_0	18	Como são feitas as operações de enfileirar e desenfileirar elementos em uma fila ?	0
operações	NOUN	0	18_pert_0	18	Como são feitas as operações de enfileirar e desenfileirar elementos em uma fila ?	0
de	SCONJ	0	18_pert_0	18	Como são feitas as operações de enfileirar e desenfileirar elementos em uma fila ?	0
enfileirar	VERB	1	18_pert_0	18	Como são feitas as operações de enfileirar e desenfileirar elementos em uma fila ?	0
e	CCONJ	0	18_pert_0	18	Como são feitas as operações de enfileirar e desenfileirar elementos em uma fila ?	0
desenfileirar	DET	1	18_pert_0	18	Como são feitas as operações de enfileirar e desenfileirar elementos em uma fila ?	0
elementos	NOUN	0	18_pert_0	18	Como são feitas as operações de enfileirar e desenfileirar elementos em uma fila ?	0
em	ADP	0	18_pert_0	18	Como são feitas as operações de enfileirar e desenfileirar elementos em uma fila ?	0
uma	DET	0	18_pert_0	18	Como são feitas as operações de enfileirar e desenfileirar elementos em uma fila ?	0
fila	NOUN	1	18_pert_0	18	Como são feitas as operações de enfileirar e desenfileirar elementos em uma fila ?	0
?	PUNCT	0	18_pert_0	18	Como são feitas as operações de enfileirar e desenfileirar elementos em uma fila ?	0
Em	ADP	0	19	19	Em uma pilha a operação de empilhar ocorre em qual extremidade ?	1
uma	DET	0	19	19	Em uma pilha a operação de empilhar ocorre em qual extremidade ?	1
pilha	NOUN	0	19	19	Em uma pilha a operação de empilhar ocorre em qual extremidade ?	1
a	DET	0	19	19	Em uma pilha a operação de empilhar ocorre em qual extremidade ?	1
operação	NOUN	0	19	19	Em uma pilha a operação de empilhar ocorre em qual extremidade ?	1
de	SCONJ	0	19	19	Em uma pilha a operação de empilhar ocorre em qual extremidade ?	1
empilhar	VERB	1	19	19	Em uma pilha a operação de empilhar ocorre em qual extremidade ?	1
ocorre	VERB	0	19	19	Em uma pilha a operação de empilhar ocorre em qual extremidade ?	1
em	ADP	0	19	19	Em uma pilha a operação de empilhar ocorre em qual extremidade ?	1
qual	DET	0	19	19	Em uma pilha a operação de empilhar ocorre em qual extremidade ?	1
extremidade	NOUN	0	19	19	Em uma pilha a operação de empilhar ocorre em qual extremidade ?	1
?	PUNCT	0	19	19	Em uma pilha a operação de empilhar ocorre em qual extremidade ?	1
Em	ADP	0	19_pert_0	19	Em uma pilha a operação de empilhar ocorre em qual extremidade ?	0
uma	DET	0	19_pert_0	19	Em uma pilha a operação de empilhar ocorre em qual extremidade ?	0
pilha	NOUN	0	19_pert_0	19	Em uma pilha a operação de empilhar ocorre em qual extremidade ?	0
a	DET	0	19_pert_0	19	Em uma pilha a operação de empilhar ocorre em qual extremidade ?	0
operação	NOUN	0	19_pert_0	19	Em uma pilha a operação de empilhar ocorre em qual extremidade ?	0
de	SCONJ	0	19_pert_0	19	Em uma pilha a operação de empilhar ocorre em qual extremidade ?	0
empilhar	VERB	1	19_pert_0	19	Em uma pilha a operação de empilhar ocorre em qual extremidade ?	0
ocorre	VERB	0	19_pert_0	19	Em uma pilha a operação de empilhar ocorre em qual extremidade ?	0
em	ADP	0	19_pert_0	19	Em uma pilha a operação de empilhar ocorre em qual extremidade ?	0
qual	DET	0	19_pert_0	19	Em uma pilha a operação de empilhar ocorre em qual extremidade ?	0
extremidade	NOUN	0	19_pert_0	19	Em uma pilha a operação de empilhar ocorre em qual extremidade ?	0
?	PUNCT	0	19_pert_0	19	Em uma pilha a operação de empilhar ocorre em qual extremidade ?	0
Em	ADP	0	20	20	Em uma fila a operação de enfileirar ocorre em qual extremidade ?	1
uma	DET	0	20	20	Em uma fila a operação de enfileirar ocorre em qual extremidade ?	1
fila	NOUN	1	20	20	Em uma fila a operação de enfileirar ocorre em qual extremidade ?	1
a	DET	0	20	20	Em uma fila a operação de enfileirar ocorre em qual extremidade ?	1
operação	NOUN	0	20	20	Em uma fila a operação de enfileirar ocorre em qual extremidade ?	1
de	SCONJ	0	20	20	Em uma fila a operação de enfileirar ocorre em qual extremidade ?	1
enfileirar	VERB	1	20	20	Em uma fila a operação de enfileirar ocorre em qual extremidade ?	1
ocorre	VERB	0	20	20	Em uma fila a operação de enfileirar ocorre em qual extremidade ?	1
em	ADP	0	20	20	Em uma fila a operação de enfileirar ocorre em qual extremidade ?	1
qual	DET	0	20	20	Em uma fila a operação de enfileirar ocorre em qual extremidade ?	1
extremidade	NOUN	0	20	20	Em uma fila a operação de enfileirar ocorre em qual extremidade ?	1
?	PUNCT	0	20	20	Em uma fila a operação de enfileirar ocorre em qual extremidade ?	1
Em	ADP	0	20_pert_0	20	Em uma fila a operação de entrada ocorre em qual extremidade ?	0
uma	DET	0	20_pert_0	20	Em uma fila a operação de entrada ocorre em qual extremidade ?	0
fila	NOUN	1	20_pert_0	20	Em uma fila a operação de entrada ocorre em qual extremidade ?	0
a	DET	0	20_pert_0	20	Em uma fila a operação de entrada ocorre em qual extremidade ?	0
operação	NOUN	0	20_pert_0	20	Em uma fila a operação de entrada ocorre em qual extremidade ?	0
de	ADP	0	20_pert_0	20	Em uma fila a operação de entrada ocorre em qual extremidade ?	0
entrada	NOUN	0	20_pert_0	20	Em uma fila a operação de entrada ocorre em qual extremidade ?	0
ocorre	VERB	0	20_pert_0	20	Em uma fila a operação de entrada ocorre em qual extremidade ?	0
em	ADP	0	20_pert_0	20	Em uma fila a operação de entrada ocorre em qual extremidade ?	0
qual	DET	0	20_pert_0	20	Em uma fila a operação de entrada ocorre em qual extremidade ?	0
extremidade	NOUN	0	20_pert_0	20	Em uma fila a operação de entrada ocorre em qual extremidade ?	0
?	PUNCT	0	20_pert_0	20	Em uma fila a operação de entrada ocorre em qual extremidade ?	0
