Token	POS-Tag	OOV	Sentence
?	PUNCT	0	Qual um exemplo recente de universidade que seguiu o modelo do MIT?
Quantas	DET	1	Quantas modalidades do curso de Ciência da Computação a UFSC possuia?
modalidades	NOUN	0	Quantas modalidades do curso de Ciência da Computação a UFSC possuia?
do	ADP	0	Quantas modalidades do curso de Ciência da Computação a UFSC possuia?
curso	NOUN	0	Quantas modalidades do curso de Ciência da Computação a UFSC possuia?
de	ADP	0	Quantas modalidades do curso de Ciência da Computação a UFSC possuia?
Ciência	PROPN	0	Quantas modalidades do curso de Ciência da Computação a UFSC possuia?
da	ADP	0	Quantas modalidades do curso de Ciência da Computação a UFSC possuia?
Computação	PROPN	1	Quantas modalidades do curso de Ciência da Computação a UFSC possuia?
a	DET	0	Quantas modalidades do curso de Ciência da Computação a UFSC possuia?
UFSC	PROPN	1	Quantas modalidades do curso de Ciência da Computação a UFSC possuia?
possuia	VERB	1	Quantas modalidades do curso de Ciência da Computação a UFSC possuia?
?	PUNCT	0	Quantas modalidades do curso de Ciência da Computação a UFSC possuia?
O	PRON	0	O que são WebApps?
que	PRON	0	O que são WebApps?
são	AUX	0	O que são WebApps?
WebApps	ADV	1	O que são WebApps?
?	PUNCT	0	O que são WebApps?
O	PRON	0	O que é MVC?
que	PRON	0	O que é MVC?
é	AUX	0	O que é MVC?
MVC	PROPN	1	O que é MVC?
?	PUNCT	0	O que é MVC?
Onde	PRON	0	Onde existe um destaque para a engenharia de software?
existe	VERB	0	Onde existe um destaque para a engenharia de software?
um	DET	0	Onde existe um destaque para a engenharia de software?
destaque	NOUN	0	Onde existe um destaque para a engenharia de software?
para	ADP	0	Onde existe um destaque para a engenharia de software?
a	DET	0	Onde existe um destaque para a engenharia de software?
engenharia	NOUN	0	Onde existe um destaque para a engenharia de software?
de	ADP	0	Onde existe um destaque para a engenharia de software?
software	NOUN	0	Onde existe um destaque para a engenharia de software?
?	PUNCT	0	Onde existe um destaque para a engenharia de software?
Qual	PRON	0	Qual a arquitetura geralmente adotada no desenvolvimento de WebApps?
a	DET	0	Qual a arquitetura geralmente adotada no desenvolvimento de WebApps?
arquitetura	NOUN	0	Qual a arquitetura geralmente adotada no desenvolvimento de WebApps?
geralmente	ADV	0	Qual a arquitetura geralmente adotada no desenvolvimento de WebApps?
adotada	VERB	0	Qual a arquitetura geralmente adotada no desenvolvimento de WebApps?
no	ADP	0	Qual a arquitetura geralmente adotada no desenvolvimento de WebApps?
desenvolvimento	NOUN	0	Qual a arquitetura geralmente adotada no desenvolvimento de WebApps?
de	ADP	0	Qual a arquitetura geralmente adotada no desenvolvimento de WebApps?
WebApps	NOUN	1	Qual a arquitetura geralmente adotada no desenvolvimento de WebApps?
?	PUNCT	0	Qual a arquitetura geralmente adotada no desenvolvimento de WebApps?
Qual	PRON	0	Qual é o processo utilizado para criar WebApps?
é	AUX	0	Qual é o processo utilizado para criar WebApps?
o	DET	0	Qual é o processo utilizado para criar WebApps?
processo	NOUN	0	Qual é o processo utilizado para criar WebApps?
utilizado	VERB	0	Qual é o processo utilizado para criar WebApps?
para	SCONJ	0	Qual é o processo utilizado para criar WebApps?
criar	VERB	0	Qual é o processo utilizado para criar WebApps?
WebApps	NOUN	1	Qual é o processo utilizado para criar WebApps?
?	PUNCT	0	Qual é o processo utilizado para criar WebApps?
Quem	PRON	0	Quem também utiliza a sigla WebE?
também	ADV	0	Quem também utiliza a sigla WebE?
utiliza	VERB	0	Quem também utiliza a sigla WebE?
a	DET	0	Quem também utiliza a sigla WebE?
sigla	NOUN	0	Quem também utiliza a sigla WebE?
WebE	VERB	1	Quem também utiliza a sigla WebE?
?	PUNCT	0	Quem também utiliza a sigla WebE?
O	PRON	0	O que a engenharia de software visa?
que	PRON	0	O que a engenharia de software visa?
a	DET	0	O que a engenharia de software visa?
engenharia	NOUN	0	O que a engenharia de software visa?
de	ADP	0	O que a engenharia de software visa?
software	NOUN	0	O que a engenharia de software visa?
visa	VERB	0	O que a engenharia de software visa?
?	PUNCT	0	O que a engenharia de software visa?
O	PRON	0	O que as tecnologias e práticas da engenharia de software englobam?
que	PRON	0	O que as tecnologias e práticas da engenharia de software englobam?
as	DET	0	O que as tecnologias e práticas da engenharia de software englobam?
tecnologias	NOUN	0	O que as tecnologias e práticas da engenharia de software englobam?
e	CCONJ	0	O que as tecnologias e práticas da engenharia de software englobam?
práticas	NOUN	0	O que as tecnologias e práticas da engenharia de software englobam?
da	ADP	0	O que as tecnologias e práticas da engenharia de software englobam?
engenharia	NOUN	0	O que as tecnologias e práticas da engenharia de software englobam?
de	ADP	0	O que as tecnologias e práticas da engenharia de software englobam?
software	NOUN	0	O que as tecnologias e práticas da engenharia de software englobam?
englobam	VERB	1	O que as tecnologias e práticas da engenharia de software englobam?
?	PUNCT	0	O que as tecnologias e práticas da engenharia de software englobam?
O	PRON	0	O que os modelos utilizados pela engenharia de software permitem?
que	PRON	0	O que os modelos utilizados pela engenharia de software permitem?
os	DET	0	O que os modelos utilizados pela engenharia de software permitem?
modelos	NOUN	0	O que os modelos utilizados pela engenharia de software permitem?
utilizados	VERB	0	O que os modelos utilizados pela engenharia de software permitem?
pela	ADP	0	O que os modelos utilizados pela engenharia de software permitem?
engenharia	NOUN	0	O que os modelos utilizados pela engenharia de software permitem?
de	ADP	0	O que os modelos utilizados pela engenharia de software permitem?
software	NOUN	0	O que os modelos utilizados pela engenharia de software permitem?
permitem	VERB	0	O que os modelos utilizados pela engenharia de software permitem?
?	PUNCT	0	O que os modelos utilizados pela engenharia de software permitem?
Para	ADP	0	Para o que a engenharia de software é voltada?
o	PRON	0	Para o que a engenharia de software é voltada?
que	PRON	0	Para o que a engenharia de software é voltada?
a	DET	0	Para o que a engenharia de software é voltada?
engenharia	NOUN	0	Para o que a engenharia de software é voltada?
de	ADP	0	Para o que a engenharia de software é voltada?
software	NOUN	0	Para o que a engenharia de software é voltada?
é	AUX	0	Para o que a engenharia de software é voltada?
voltada	VERB	0	Para o que a engenharia de software é voltada?
?	PUNCT	0	Para o que a engenharia de software é voltada?
Qual	PRON	0	Qual a área que estuda e avalia os processos da engenharia de software?
a	DET	0	Qual a área que estuda e avalia os processos da engenharia de software?
área	NOUN	0	Qual a área que estuda e avalia os processos da engenharia de software?
que	PRON	0	Qual a área que estuda e avalia os processos da engenharia de software?
estuda	VERB	0	Qual a área que estuda e avalia os processos da engenharia de software?
e	CCONJ	0	Qual a área que estuda e avalia os processos da engenharia de software?
avalia	VERB	0	Qual a área que estuda e avalia os processos da engenharia de software?
os	DET	0	Qual a área que estuda e avalia os processos da engenharia de software?
processos	NOUN	0	Qual a área que estuda e avalia os processos da engenharia de software?
da	ADP	0	Qual a área que estuda e avalia os processos da engenharia de software?
engenharia	NOUN	0	Qual a área que estuda e avalia os processos da engenharia de software?
de	ADP	0	Qual a área que estuda e avalia os processos da engenharia de software?
software	NOUN	0	Qual a área que estuda e avalia os processos da engenharia de software?
?	PUNCT	0	Qual a área que estuda e avalia os processos da engenharia de software?
Em	ADP	0	Em que a engenharia de software se concentra?
que	PRON	0	Em que a engenharia de software se concentra?
a	DET	0	Em que a engenharia de software se concentra?
engenharia	NOUN	0	Em que a engenharia de software se concentra?
de	ADP	0	Em que a engenharia de software se concentra?
software	NOUN	0	Em que a engenharia de software se concentra?
se	PRON	0	Em que a engenharia de software se concentra?
concentra	VERB	0	Em que a engenharia de software se concentra?
?	PUNCT	0	Em que a engenharia de software se concentra?
Em	ADP	0	Em que ano foi criado o termo engenharia de software?
que	DET	0	Em que ano foi criado o termo engenharia de software?
ano	NOUN	0	Em que ano foi criado o termo engenharia de software?
foi	AUX	0	Em que ano foi criado o termo engenharia de software?
criado	VERB	0	Em que ano foi criado o termo engenharia de software?
o	DET	0	Em que ano foi criado o termo engenharia de software?
termo	NOUN	0	Em que ano foi criado o termo engenharia de software?
engenharia	ADJ	0	Em que ano foi criado o termo engenharia de software?
de	ADP	0	Em que ano foi criado o termo engenharia de software?
software	NOUN	0	Em que ano foi criado o termo engenharia de software?
?	PUNCT	0	Em que ano foi criado o termo engenharia de software?
Em	ADP	0	Em que o tratamento de engenharia tornaria o desenvolvimento de sistemas de software complexos?
que	PRON	0	Em que o tratamento de engenharia tornaria o desenvolvimento de sistemas de software complexos?
o	DET	0	Em que o tratamento de engenharia tornaria o desenvolvimento de sistemas de software complexos?
tratamento	NOUN	0	Em que o tratamento de engenharia tornaria o desenvolvimento de sistemas de software complexos?
de	ADP	0	Em que o tratamento de engenharia tornaria o desenvolvimento de sistemas de software complexos?
engenharia	NOUN	0	Em que o tratamento de engenharia tornaria o desenvolvimento de sistemas de software complexos?
tornaria	VERB	0	Em que o tratamento de engenharia tornaria o desenvolvimento de sistemas de software complexos?
o	DET	0	Em que o tratamento de engenharia tornaria o desenvolvimento de sistemas de software complexos?
desenvolvimento	NOUN	0	Em que o tratamento de engenharia tornaria o desenvolvimento de sistemas de software complexos?
de	ADP	0	Em que o tratamento de engenharia tornaria o desenvolvimento de sistemas de software complexos?
sistemas	NOUN	0	Em que o tratamento de engenharia tornaria o desenvolvimento de sistemas de software complexos?
de	ADP	0	Em que o tratamento de engenharia tornaria o desenvolvimento de sistemas de software complexos?
software	NOUN	0	Em que o tratamento de engenharia tornaria o desenvolvimento de sistemas de software complexos?
complexos	ADJ	0	Em que o tratamento de engenharia tornaria o desenvolvimento de sistemas de software complexos?
?	PUNCT	0	Em que o tratamento de engenharia tornaria o desenvolvimento de sistemas de software complexos?
O	PRON	0	O que a ciência da computação estuda?
que	PRON	0	O que a ciência da computação estuda?
a	DET	0	O que a ciência da computação estuda?
ciência	NOUN	0	O que a ciência da computação estuda?
da	ADP	0	O que a ciência da computação estuda?
computação	NOUN	0	O que a ciência da computação estuda?
estuda	VERB	0	O que a ciência da computação estuda?
?	PUNCT	0	O que a ciência da computação estuda?
Onde	PRON	0	Onde deverão ser executados os sistemas de software complexo?
deverão	VERB	1	Onde deverão ser executados os sistemas de software complexo?
ser	AUX	0	Onde deverão ser executados os sistemas de software complexo?
executados	VERB	0	Onde deverão ser executados os sistemas de software complexo?
os	DET	0	Onde deverão ser executados os sistemas de software complexo?
sistemas	NOUN	0	Onde deverão ser executados os sistemas de software complexo?
de	ADP	0	Onde deverão ser executados os sistemas de software complexo?
software	NOUN	0	Onde deverão ser executados os sistemas de software complexo?
complexo	ADJ	0	Onde deverão ser executados os sistemas de software complexo?
?	PUNCT	0	Onde deverão ser executados os sistemas de software complexo?
Onde	ADV	0	Onde foi utilizado oficialmente o termo engenharia de software?
foi	AUX	0	Onde foi utilizado oficialmente o termo engenharia de software?
utilizado	VERB	0	Onde foi utilizado oficialmente o termo engenharia de software?
oficialmente	ADV	0	Onde foi utilizado oficialmente o termo engenharia de software?
o	DET	0	Onde foi utilizado oficialmente o termo engenharia de software?
termo	NOUN	0	Onde foi utilizado oficialmente o termo engenharia de software?
engenharia	ADJ	0	Onde foi utilizado oficialmente o termo engenharia de software?
de	ADP	0	Onde foi utilizado oficialmente o termo engenharia de software?
software	NOUN	0	Onde foi utilizado oficialmente o termo engenharia de software?
?	PUNCT	0	Onde foi utilizado oficialmente o termo engenharia de software?
Quais	DET	1	Quais os conceitos trazidos pelo significado de engenharia de software?
os	DET	0	Quais os conceitos trazidos pelo significado de engenharia de software?
conceitos	NOUN	0	Quais os conceitos trazidos pelo significado de engenharia de software?
trazidos	VERB	0	Quais os conceitos trazidos pelo significado de engenharia de software?
pelo	ADP	0	Quais os conceitos trazidos pelo significado de engenharia de software?
significado	NOUN	0	Quais os conceitos trazidos pelo significado de engenharia de software?
de	ADP	0	Quais os conceitos trazidos pelo significado de engenharia de software?
engenharia	NOUN	0	Quais os conceitos trazidos pelo significado de engenharia de software?
de	ADP	0	Quais os conceitos trazidos pelo significado de engenharia de software?
software	NOUN	0	Quais os conceitos trazidos pelo significado de engenharia de software?
?	PUNCT	0	Quais os conceitos trazidos pelo significado de engenharia de software?
Como	ADV	0	Como é a forma mais adequada de dizer o que é uma metodologia?
é	AUX	0	Como é a forma mais adequada de dizer o que é uma metodologia?
a	DET	0	Como é a forma mais adequada de dizer o que é uma metodologia?
forma	NOUN	0	Como é a forma mais adequada de dizer o que é uma metodologia?
mais	ADV	0	Como é a forma mais adequada de dizer o que é uma metodologia?
adequada	ADJ	0	Como é a forma mais adequada de dizer o que é uma metodologia?
de	SCONJ	0	Como é a forma mais adequada de dizer o que é uma metodologia?
dizer	VERB	0	Como é a forma mais adequada de dizer o que é uma metodologia?
o	PRON	0	Como é a forma mais adequada de dizer o que é uma metodologia?
que	PRON	0	Como é a forma mais adequada de dizer o que é uma metodologia?
é	AUX	0	Como é a forma mais adequada de dizer o que é uma metodologia?
uma	DET	0	Como é a forma mais adequada de dizer o que é uma metodologia?
metodologia	NOUN	0	Como é a forma mais adequada de dizer o que é uma metodologia?
?	PUNCT	0	Como é a forma mais adequada de dizer o que é uma metodologia?
Quais	DET	1	Quais palavras são tratadas como sinônimas pelos autores?
palavras	NOUN	0	Quais palavras são tratadas como sinônimas pelos autores?
são	AUX	0	Quais palavras são tratadas como sinônimas pelos autores?
tratadas	VERB	1	Quais palavras são tratadas como sinônimas pelos autores?
como	ADP	0	Quais palavras são tratadas como sinônimas pelos autores?
sinônimas	ADJ	1	Quais palavras são tratadas como sinônimas pelos autores?
pelos	ADP	0	Quais palavras são tratadas como sinônimas pelos autores?
autores	NOUN	0	Quais palavras são tratadas como sinônimas pelos autores?
?	PUNCT	0	Quais palavras são tratadas como sinônimas pelos autores?
Qual	DET	0	Qual ferramenta é utilizada pela análise estruturada e análise essencial para modelar o funcionamento do sistema?
ferramenta	NOUN	0	Qual ferramenta é utilizada pela análise estruturada e análise essencial para modelar o funcionamento do sistema?
é	AUX	0	Qual ferramenta é utilizada pela análise estruturada e análise essencial para modelar o funcionamento do sistema?
utilizada	VERB	0	Qual ferramenta é utilizada pela análise estruturada e análise essencial para modelar o funcionamento do sistema?
pela	ADP	0	Qual ferramenta é utilizada pela análise estruturada e análise essencial para modelar o funcionamento do sistema?
análise	NOUN	0	Qual ferramenta é utilizada pela análise estruturada e análise essencial para modelar o funcionamento do sistema?
estruturada	VERB	1	Qual ferramenta é utilizada pela análise estruturada e análise essencial para modelar o funcionamento do sistema?
e	CCONJ	0	Qual ferramenta é utilizada pela análise estruturada e análise essencial para modelar o funcionamento do sistema?
análise	NOUN	0	Qual ferramenta é utilizada pela análise estruturada e análise essencial para modelar o funcionamento do sistema?
essencial	ADJ	0	Qual ferramenta é utilizada pela análise estruturada e análise essencial para modelar o funcionamento do sistema?
para	SCONJ	0	Qual ferramenta é utilizada pela análise estruturada e análise essencial para modelar o funcionamento do sistema?
modelar	VERB	1	Qual ferramenta é utilizada pela análise estruturada e análise essencial para modelar o funcionamento do sistema?
o	DET	0	Qual ferramenta é utilizada pela análise estruturada e análise essencial para modelar o funcionamento do sistema?
funcionamento	NOUN	0	Qual ferramenta é utilizada pela análise estruturada e análise essencial para modelar o funcionamento do sistema?
do	ADP	0	Qual ferramenta é utilizada pela análise estruturada e análise essencial para modelar o funcionamento do sistema?
sistema	NOUN	0	Qual ferramenta é utilizada pela análise estruturada e análise essencial para modelar o funcionamento do sistema?
?	PUNCT	0	Qual ferramenta é utilizada pela análise estruturada e análise essencial para modelar o funcionamento do sistema?
Qual	DET	0	Qual termo é controverso nas ciências em geral?
termo	NOUN	0	Qual termo é controverso nas ciências em geral?
é	AUX	0	Qual termo é controverso nas ciências em geral?
controverso	ADJ	1	Qual termo é controverso nas ciências em geral?
nas	ADP	0	Qual termo é controverso nas ciências em geral?
ciências	NOUN	0	Qual termo é controverso nas ciências em geral?
em	ADP	0	Qual termo é controverso nas ciências em geral?
geral	ADJ	0	Qual termo é controverso nas ciências em geral?
?	PUNCT	0	Qual termo é controverso nas ciências em geral?
Como	ADP	0	Como muitas empresas desenvolvedoras são organizadas?
muitas	DET	0	Como muitas empresas desenvolvedoras são organizadas?
empresas	NOUN	0	Como muitas empresas desenvolvedoras são organizadas?
desenvolvedoras	ADJ	1	Como muitas empresas desenvolvedoras são organizadas?
são	AUX	0	Como muitas empresas desenvolvedoras são organizadas?
organizadas	VERB	0	Como muitas empresas desenvolvedoras são organizadas?
?	PUNCT	0	Como muitas empresas desenvolvedoras são organizadas?
O	PRON	0	O que os fundamentos científicos envolvem o uso?
que	PRON	0	O que os fundamentos científicos envolvem o uso?
os	DET	0	O que os fundamentos científicos envolvem o uso?
fundamentos	NOUN	0	O que os fundamentos científicos envolvem o uso?
científicos	ADJ	0	O que os fundamentos científicos envolvem o uso?
envolvem	VERB	0	O que os fundamentos científicos envolvem o uso?
o	DET	0	O que os fundamentos científicos envolvem o uso?
uso	NOUN	0	O que os fundamentos científicos envolvem o uso?
?	PUNCT	0	O que os fundamentos científicos envolvem o uso?
O	PRON	0	O que os modelos usados pelos fundamentos científicos da engenharia de software devem permitir ao engenheiro?
que	PRON	0	O que os modelos usados pelos fundamentos científicos da engenharia de software devem permitir ao engenheiro?
os	DET	0	O que os modelos usados pelos fundamentos científicos da engenharia de software devem permitir ao engenheiro?
modelos	NOUN	0	O que os modelos usados pelos fundamentos científicos da engenharia de software devem permitir ao engenheiro?
usados	VERB	0	O que os modelos usados pelos fundamentos científicos da engenharia de software devem permitir ao engenheiro?
pelos	ADP	0	O que os modelos usados pelos fundamentos científicos da engenharia de software devem permitir ao engenheiro?
fundamentos	NOUN	0	O que os modelos usados pelos fundamentos científicos da engenharia de software devem permitir ao engenheiro?
científicos	ADJ	0	O que os modelos usados pelos fundamentos científicos da engenharia de software devem permitir ao engenheiro?
da	ADP	0	O que os modelos usados pelos fundamentos científicos da engenharia de software devem permitir ao engenheiro?
engenharia	NOUN	0	O que os modelos usados pelos fundamentos científicos da engenharia de software devem permitir ao engenheiro?
de	ADP	0	O que os modelos usados pelos fundamentos científicos da engenharia de software devem permitir ao engenheiro?
software	NOUN	0	O que os modelos usados pelos fundamentos científicos da engenharia de software devem permitir ao engenheiro?
devem	VERB	0	O que os modelos usados pelos fundamentos científicos da engenharia de software devem permitir ao engenheiro?
permitir	VERB	0	O que os modelos usados pelos fundamentos científicos da engenharia de software devem permitir ao engenheiro?
ao	ADP	0	O que os modelos usados pelos fundamentos científicos da engenharia de software devem permitir ao engenheiro?
engenheiro	NOUN	0	O que os modelos usados pelos fundamentos científicos da engenharia de software devem permitir ao engenheiro?
?	PUNCT	0	O que os modelos usados pelos fundamentos científicos da engenharia de software devem permitir ao engenheiro?
Por	ADP	0	Por que a engenharia de sistemas é uma área ampla?
que	SCONJ	0	Por que a engenharia de sistemas é uma área ampla?
a	DET	0	Por que a engenharia de sistemas é uma área ampla?
engenharia	NOUN	0	Por que a engenharia de sistemas é uma área ampla?
de	ADP	0	Por que a engenharia de sistemas é uma área ampla?
sistemas	NOUN	0	Por que a engenharia de sistemas é uma área ampla?
é	AUX	0	Por que a engenharia de sistemas é uma área ampla?
uma	DET	0	Por que a engenharia de sistemas é uma área ampla?
área	NOUN	0	Por que a engenharia de sistemas é uma área ampla?
ampla	ADJ	0	Por que a engenharia de sistemas é uma área ampla?
?	PUNCT	0	Por que a engenharia de sistemas é uma área ampla?
Qual	PRON	0	Qual a universidade pioneira no brasil em engenharia de software?
a	DET	0	Qual a universidade pioneira no brasil em engenharia de software?
universidade	NOUN	0	Qual a universidade pioneira no brasil em engenharia de software?
pioneira	ADJ	0	Qual a universidade pioneira no brasil em engenharia de software?
no	ADP	0	Qual a universidade pioneira no brasil em engenharia de software?
brasil	PROPN	1	Qual a universidade pioneira no brasil em engenharia de software?
em	ADP	0	Qual a universidade pioneira no brasil em engenharia de software?
engenharia	NOUN	0	Qual a universidade pioneira no brasil em engenharia de software?
de	ADP	0	Qual a universidade pioneira no brasil em engenharia de software?
software	NOUN	0	Qual a universidade pioneira no brasil em engenharia de software?
?	PUNCT	0	Qual a universidade pioneira no brasil em engenharia de software?
Como	ADV	0	Como é denominada a área de otimização matemática na engenharia de software?
é	AUX	0	Como é denominada a área de otimização matemática na engenharia de software?
denominada	VERB	0	Como é denominada a área de otimização matemática na engenharia de software?
a	DET	0	Como é denominada a área de otimização matemática na engenharia de software?
área	NOUN	0	Como é denominada a área de otimização matemática na engenharia de software?
de	ADP	0	Como é denominada a área de otimização matemática na engenharia de software?
otimização	NOUN	1	Como é denominada a área de otimização matemática na engenharia de software?
matemática	ADJ	0	Como é denominada a área de otimização matemática na engenharia de software?
na	ADP	0	Como é denominada a área de otimização matemática na engenharia de software?
engenharia	NOUN	0	Como é denominada a área de otimização matemática na engenharia de software?
de	ADP	0	Como é denominada a área de otimização matemática na engenharia de software?
software	NOUN	0	Como é denominada a área de otimização matemática na engenharia de software?
?	PUNCT	0	Como é denominada a área de otimização matemática na engenharia de software?
Onde	ADV	0	Onde foi sediada a conferência internacional de engenharia de requisitos em 2013?
foi	AUX	0	Onde foi sediada a conferência internacional de engenharia de requisitos em 2013?
sediada	VERB	0	Onde foi sediada a conferência internacional de engenharia de requisitos em 2013?
a	DET	0	Onde foi sediada a conferência internacional de engenharia de requisitos em 2013?
conferência	NOUN	0	Onde foi sediada a conferência internacional de engenharia de requisitos em 2013?
internacional	ADJ	0	Onde foi sediada a conferência internacional de engenharia de requisitos em 2013?
de	ADP	0	Onde foi sediada a conferência internacional de engenharia de requisitos em 2013?
engenharia	NOUN	0	Onde foi sediada a conferência internacional de engenharia de requisitos em 2013?
de	ADP	0	Onde foi sediada a conferência internacional de engenharia de requisitos em 2013?
requisitos	NOUN	0	Onde foi sediada a conferência internacional de engenharia de requisitos em 2013?
em	ADP	0	Onde foi sediada a conferência internacional de engenharia de requisitos em 2013?
2013	NUM	0	Onde foi sediada a conferência internacional de engenharia de requisitos em 2013?
?	PUNCT	0	Onde foi sediada a conferência internacional de engenharia de requisitos em 2013?
Para	SCONJ	0	Para que a engenharia de software aplica técnicas de otimização matemática?
que	SCONJ	0	Para que a engenharia de software aplica técnicas de otimização matemática?
a	DET	0	Para que a engenharia de software aplica técnicas de otimização matemática?
engenharia	NOUN	0	Para que a engenharia de software aplica técnicas de otimização matemática?
de	ADP	0	Para que a engenharia de software aplica técnicas de otimização matemática?
software	NOUN	0	Para que a engenharia de software aplica técnicas de otimização matemática?
aplica	VERB	0	Para que a engenharia de software aplica técnicas de otimização matemática?
técnicas	NOUN	0	Para que a engenharia de software aplica técnicas de otimização matemática?
de	ADP	0	Para que a engenharia de software aplica técnicas de otimização matemática?
otimização	NOUN	1	Para que a engenharia de software aplica técnicas de otimização matemática?
matemática	ADJ	0	Para que a engenharia de software aplica técnicas de otimização matemática?
?	PUNCT	0	Para que a engenharia de software aplica técnicas de otimização matemática?
Como	ADV	0	Como é chamada a lei 11.788/2008?
é	AUX	0	Como é chamada a lei 11.788/2008?
chamada	VERB	0	Como é chamada a lei 11.788/2008?
a	DET	0	Como é chamada a lei 11.788/2008?
lei	NOUN	0	Como é chamada a lei 11.788/2008?
11.788/2008	NUM	1	Como é chamada a lei 11.788/2008?
?	PUNCT	0	Como é chamada a lei 11.788/2008?
Quantas	DET	1	Quantas horas diárias de estágio são garantidas para estudantes de educação especial?
horas	NOUN	0	Quantas horas diárias de estágio são garantidas para estudantes de educação especial?
diárias	ADJ	0	Quantas horas diárias de estágio são garantidas para estudantes de educação especial?
de	ADP	0	Quantas horas diárias de estágio são garantidas para estudantes de educação especial?
estágio	NOUN	0	Quantas horas diárias de estágio são garantidas para estudantes de educação especial?
são	AUX	0	Quantas horas diárias de estágio são garantidas para estudantes de educação especial?
garantidas	VERB	1	Quantas horas diárias de estágio são garantidas para estudantes de educação especial?
para	ADP	0	Quantas horas diárias de estágio são garantidas para estudantes de educação especial?
estudantes	NOUN	0	Quantas horas diárias de estágio são garantidas para estudantes de educação especial?
de	ADP	0	Quantas horas diárias de estágio são garantidas para estudantes de educação especial?
educação	NOUN	0	Quantas horas diárias de estágio são garantidas para estudantes de educação especial?
especial	ADJ	0	Quantas horas diárias de estágio são garantidas para estudantes de educação especial?
?	PUNCT	0	Quantas horas diárias de estágio são garantidas para estudantes de educação especial?
Quantas	DET	1	Quantas horas semanais são garantidas para estudantes do ensino superior?
horas	NOUN	0	Quantas horas semanais são garantidas para estudantes do ensino superior?
semanais	ADJ	1	Quantas horas semanais são garantidas para estudantes do ensino superior?
são	AUX	0	Quantas horas semanais são garantidas para estudantes do ensino superior?
garantidas	VERB	1	Quantas horas semanais são garantidas para estudantes do ensino superior?
para	ADP	0	Quantas horas semanais são garantidas para estudantes do ensino superior?
estudantes	NOUN	0	Quantas horas semanais são garantidas para estudantes do ensino superior?
do	ADP	0	Quantas horas semanais são garantidas para estudantes do ensino superior?
ensino	NOUN	0	Quantas horas semanais são garantidas para estudantes do ensino superior?
superior	ADJ	0	Quantas horas semanais são garantidas para estudantes do ensino superior?
?	PUNCT	0	Quantas horas semanais são garantidas para estudantes do ensino superior?
Após	ADP	0	Após quantos anos de estágio o estagiário tem direito a recesso remunerado?
quantos	DET	1	Após quantos anos de estágio o estagiário tem direito a recesso remunerado?
anos	NOUN	0	Após quantos anos de estágio o estagiário tem direito a recesso remunerado?
de	ADP	0	Após quantos anos de estágio o estagiário tem direito a recesso remunerado?
estágio	NOUN	0	Após quantos anos de estágio o estagiário tem direito a recesso remunerado?
o	DET	0	Após quantos anos de estágio o estagiário tem direito a recesso remunerado?
estagiário	NOUN	1	Após quantos anos de estágio o estagiário tem direito a recesso remunerado?
tem	VERB	0	Após quantos anos de estágio o estagiário tem direito a recesso remunerado?
direito	NOUN	0	Após quantos anos de estágio o estagiário tem direito a recesso remunerado?
a	SCONJ	0	Após quantos anos de estágio o estagiário tem direito a recesso remunerado?
recesso	NOUN	1	Após quantos anos de estágio o estagiário tem direito a recesso remunerado?
remunerado	VERB	1	Após quantos anos de estágio o estagiário tem direito a recesso remunerado?
?	PUNCT	0	Após quantos anos de estágio o estagiário tem direito a recesso remunerado?
Qual	DET	0	Qual lei rege o estágio de estudantes na lei brasileira?
lei	NOUN	0	Qual lei rege o estágio de estudantes na lei brasileira?
rege	VERB	1	Qual lei rege o estágio de estudantes na lei brasileira?
o	DET	0	Qual lei rege o estágio de estudantes na lei brasileira?
estágio	NOUN	0	Qual lei rege o estágio de estudantes na lei brasileira?
de	ADP	0	Qual lei rege o estágio de estudantes na lei brasileira?
estudantes	NOUN	0	Qual lei rege o estágio de estudantes na lei brasileira?
na	ADP	0	Qual lei rege o estágio de estudantes na lei brasileira?
lei	NOUN	0	Qual lei rege o estágio de estudantes na lei brasileira?
brasileira	ADJ	0	Qual lei rege o estágio de estudantes na lei brasileira?
?	PUNCT	0	Qual lei rege o estágio de estudantes na lei brasileira?
Quantos	DET	1	Quantos dias remunerados o estagiário possui de recesso?
dias	NOUN	0	Quantos dias remunerados o estagiário possui de recesso?
remunerados	VERB	1	Quantos dias remunerados o estagiário possui de recesso?
o	DET	0	Quantos dias remunerados o estagiário possui de recesso?
estagiário	NOUN	1	Quantos dias remunerados o estagiário possui de recesso?
possui	VERB	0	Quantos dias remunerados o estagiário possui de recesso?
de	ADP	0	Quantos dias remunerados o estagiário possui de recesso?
recesso	NOUN	1	Quantos dias remunerados o estagiário possui de recesso?
?	PUNCT	0	Quantos dias remunerados o estagiário possui de recesso?
Por	ADP	0	Por que a contratação de estágio tem sofrido críticas?
que	PRON	0	Por que a contratação de estágio tem sofrido críticas?
a	DET	0	Por que a contratação de estágio tem sofrido críticas?
contratação	NOUN	0	Por que a contratação de estágio tem sofrido críticas?
de	ADP	0	Por que a contratação de estágio tem sofrido críticas?
estágio	NOUN	0	Por que a contratação de estágio tem sofrido críticas?
tem	AUX	0	Por que a contratação de estágio tem sofrido críticas?
sofrido	VERB	0	Por que a contratação de estágio tem sofrido críticas?
